לַחְמוֹ,"('R', 'NN')","('לָחַם', 'VB')","('לֶחֶם', 'NN')",
שֶׁל,"('R', 'POS')","('שֶׁל', 'A')","('שָׁל', 'NN')","('נָשַׁל', 'VB')"
מִזְבֵּחַ,"('R', 'NN')","('מִזְבֵּחַ', 'NN')","('זֶבַח', 'NN')",
,,,,
אִישְׁתִּיק,A,,,
אָמַר,"('R', 'VB')","('אָמַר', 'VB')",,
רַבִּי,"('R', 'NN')","('רַבִּי', 'NN')","('רַב', 'JJ')","('רַבִּים', 'שֵם ז""ר')"
יוֹחָנָן,"('R', 'NNP')","('יוֹחָנָן', 'A')",,
קַצֵּצְתִּינּוּן,R,,,
לְרַגְלוֹהִי,R,,,
דְיָנוֹקָא,U,יָנוֹקָא,,
,,,,
מַתְנִי׳,R,,,
יֵשׁ,"('R', 'EX')","('יֵשׁ', 'RB')","('יֵשׁ', 'NN')",
מַעֲשֵׂה,"('R', 'NNT')","('מַעֲשֶׂה', 'NN')",,
דָמִים,"('R', 'NN')","('דָּם', 'NN')","('דָּמִים', 'שֵם ז""ר')",
בְּקׇדְשֵׁי,R,,,
קָדָשִׁים,"('R', 'NN')","('קָדֵשׁ', 'NN')","('קֹדֶשׁ', 'NN')",
לְהָקֵל,R,,,
וּלְהַחֲמִיר,"('R', 'VB')","('הֶחְמִיר', 'VB')",,
וּבְקָדָשִׁים,"('R', 'NN')","('קֹדֶשׁ', 'NN')","('קָדֵשׁ', 'NN')",
קַלִּים,"('R', 'JJ')","('קַל', 'JJ')","('קַל', 'NN')","('קַל', 'VB')"
כּוּלְּהוּ,R,כּוּלְּהוּ,,
לְהַחֲמִיר,"('R', 'VB')","('הֶחְמִיר', 'VB')",,
,,,,
כֵּיצַד,"('R', 'QW')","('כֵּיצַד', 'HAM')",,
קׇדְשֵׁי,R,,,
קָדָשִׁים,"('R', 'NN')","('קָדֵשׁ', 'NN')","('קֹדֶשׁ', 'NN')",
לִפְנֵי,"('R', 'IN')","('פָּנִים', 'שֵם זנ""ר')","('פְּנִים', 'NN')",
זְרִיקַת,"('R', 'NNT')","('זְרִיקָה', 'NN')","('זְרִיקָה', 'NN')",
דָּמִים,"('R', 'NN')","('דָּם', 'NN')","('דָּמִים', 'שֵם ז""ר')",
מוֹעֲלִין,"('R', 'BN')","('מָעַל', 'VB')",,
בְּאֵימוּרֵיהֶן,R,,,
וּבַבָּשָׂר,"('R', 'NN')","('בָּשָׂר', 'NN')",,
לְאַחַר,"('R', 'IN')","('אַחֵר', 'JJ')",,
זְרִיקַת,"('R', 'NNT')","('זְרִיקָה', 'NN')","('זְרִיקָה', 'NN')",
דָּמִים,"('R', 'NN')","('דָּם', 'NN')","('דָּמִים', 'שֵם ז""ר')",
מוֹעֲלִין,"('R', 'BN')","('מָעַל', 'VB')",,
בְּאֵימוּרֵיהֶן,R,,,
וְאֵין,"('R', 'VB')","('אֵין', 'RB')","('אַיִן', 'RB')","('אֵין', 'Prefix')"
מוֹעֲלִין,"('R', 'BN')","('מָעַל', 'VB')",,
בַּבָּשָׂר,"('R', 'NN')","('בָּשָׂר', 'NN')",,
,,,,
וְעַל,"('R', 'IN')","('עַל', 'IN')","('עַל', 'Prefix')","('עָל', 'סופית')"
זֶה,"('R', 'PRP')","('זֶה', 'כינוי רומז לקרוב')",,
וְעַל,"('R', 'IN')","('עַל', 'IN')","('עַל', 'Prefix')","('עָל', 'סופית')"
זֶה,"('R', 'PRP')","('זֶה', 'כינוי רומז לקרוב')",,
חַיָּיב,"('R', 'MD')","('חַיָּב', 'JJ')","('חַיָּב', 'NN')","('חַיָּב', 'JJ')"
מִשּׁוּם,"('R', 'CC')","('שׁוּם', 'NN')","('שׁוּם', 'NN')","('הִשְׁוָה', 'VB')"
פִּיגּוּל,"('R', 'NN')","('פִּגּוּל', 'NN')",,
נוֹתָר,"('R', 'BN')","('נוֹתָר', 'JJ')",,
וְטָמֵא,"('R', 'JJ')","('טָמֵא', 'JJ')",,
נִמְצָא,"('R', 'VB')","('נִמְצָא', 'VB')",,
מַעֲשֵׂה,"('R', 'NNT')","('מַעֲשֶׂה', 'NN')",,
דָמִים,"('R', 'NN')","('דָּם', 'NN')","('דָּמִים', 'שֵם ז""ר')",
בְּקׇדְשֵׁי,R,,,
קָדָשִׁים,"('R', 'NN')","('קָדֵשׁ', 'NN')","('קֹדֶשׁ', 'NN')",
לְהָקֵל,R,,,
וּלְהַחֲמִיר,"('R', 'VB')","('הֶחְמִיר', 'VB')",,
,,,,
וּבְקָדָשִׁים,"('R', 'NN')","('קֹדֶשׁ', 'NN')","('קָדֵשׁ', 'NN')",
קַלִּים,"('R', 'JJ')","('קַל', 'JJ')","('קַל', 'NN')","('קַל', 'VB')"
כּוּלָּן,"('R', 'DT')","('כֹּל', 'MOD')",,
לְהַחֲמִיר,"('R', 'VB')","('הֶחְמִיר', 'VB')",,
כֵּיצַד,"('R', 'QW')","('כֵּיצַד', 'HAM')",,
קָדָשִׁים,"('R', 'NN')","('קָדֵשׁ', 'NN')","('קֹדֶשׁ', 'NN')",
קַלִּים,"('R', 'JJ')","('קַל', 'JJ')","('קַל', 'NN')","('קַל', 'VB')"
לִפְנֵי,"('R', 'IN')","('פָּנִים', 'שֵם זנ""ר')","('פְּנִים', 'NN')",
זְרִיקַת,"('R', 'NNT')","('זְרִיקָה', 'NN')","('זְרִיקָה', 'NN')",
דָמִים,"('R', 'NN')","('דָּם', 'NN')","('דָּמִים', 'שֵם ז""ר')",
אֵין,"('R', 'VB')","('אֵין', 'RB')","('אַיִן', 'RB')","('אֵין', 'Prefix')"
מוֹעֲלִין,"('R', 'BN')","('מָעַל', 'VB')",,
לֹא,"('R', 'RB')","('לֹא', 'RB')","('לֹא', 'Prefix')",
בָּאֵימוּרִין,R,,,
וְלֹא,"('R', 'RB')","('לֹא', 'RB')","('לָא', 'RB')","('לֹא', 'Prefix')"
בַּבָּשָׂר,"('R', 'NN')","('בָּשָׂר', 'NN')",,
לְאַחַר,"('R', 'IN')","('אַחֵר', 'JJ')",,
זְרִיקַת,"('R', 'NNT')","('זְרִיקָה', 'NN')","('זְרִיקָה', 'NN')",
דָמִים,"('R', 'NN')","('דָּם', 'NN')","('דָּמִים', 'שֵם ז""ר')",
מוֹעֲלִין,"('R', 'BN')","('מָעַל', 'VB')",,
בָּאֵימוּרִין,R,,,
וְאֵין,"('R', 'VB')","('אֵין', 'RB')","('אַיִן', 'RB')","('אֵין', 'Prefix')"
מוֹעֲלִין,"('R', 'VB')","('מָעַל', 'VB')",,
בַּבָּשָׂר,"('R', 'NNT')","('בָּשָׂר', 'NN')",,
,,,,
עַל,"('R', 'IN')","('עַל', 'IN')","('עַל', 'Prefix')","('עָל', 'סופית')"
זֶה,"('R', 'PRP')","('זֶה', 'כינוי רומז לקרוב')",,
וְעַל,"('R', 'IN')","('עַל', 'IN')","('עַל', 'Prefix')","('עָל', 'סופית')"
זֶה,"('R', 'PRP')","('זֶה', 'כינוי רומז לקרוב')",,
חַיָּיבִין,"('R', 'MD')","('חַיָּב', 'JJ')","('חַיָּב', 'NN')","('חַיָּב', 'JJ')"
עָלָיו,"('R', 'S_PRN')","('עַל', 'IN')","('עָלֶה', 'NN')",
מִשּׁוּם,"('R', 'CC')","('שׁוּם', 'NN')","('שׁוּם', 'NN')","('הִשְׁוָה', 'VB')"
פִּיגּוּל,"('R', 'NN')","('פִּגּוּל', 'NN')",,
נוֹתָר,"('R', 'BN')","('נוֹתָר', 'JJ')",,
וְטָמֵא,"('R', 'JJ')","('טָמֵא', 'JJ')",,
נִמְצָא,"('R', 'VB')","('נִמְצָא', 'VB')",,
מַעֲשֵׂה,"('R', 'NNT')","('מַעֲשֶׂה', 'NN')",,
דָמִים,"('R', 'NN')","('דָּם', 'NN')","('דָּמִים', 'שֵם ז""ר')",
בְּקָדָשִׁים,"('R', 'NN')","('קֹדֶשׁ', 'NN')","('קָדֵשׁ', 'NN')",
קַלִּים,"('R', 'JJ')","('קַל', 'JJ')","('קַל', 'NN')","('קַל', 'VB')"
כּוּלָּן,"('R', 'DT')","('כֹּל', 'MOD')",,
לְהַחֲמִיר,"('R', 'VB')","('הֶחְמִיר', 'VB')",,
,,,,
גְּמָ׳,A,,,
קָתָנֵי,A,תָּנֵי,,
אֵין,"('R', 'VB')","('אֵין', 'RB')","('אַיִן', 'RB')","('אֵין', 'Prefix')"
מוֹעֲלִין,"('R', 'BN')","('מָעַל', 'VB')",,
בַּבָּשָׂר,"('R', 'NN')","('בָּשָׂר', 'NN')",,
מְעִילָה,"('R', 'NN')","('מְעִילָה', 'NN')",,
הוּא,A,הוּא,,
דְּלֵיכָּא,A,לֵיכָּא,,
הָא,A,הָא,,
אִיסּוּרָא,A,אִסּוּרָא,,
אִיכָּא,A,אִכָּא,,
וְאַמַּאי,A,אַמַּאי,מַאי,
הָא,A,הָא,,
מָמוֹנָא,A,מָמוֹנָא,,
דְכֹהֵן,R,,,
הוּא,A,הוּא,,
,,,,
לָא,A,לָא,,
קַשְׁיָא,A,קַשְׁיָא,,
מִשּׁוּם,"('A', 'yyDOT')","('שׁוּם', 'NN')","('שׁוּם', 'NN')","('הִשְׁוָה', 'VB')"
דְּנָסֵיב,A,נָסֵב,,
רֵישָׁא,A,רֵישָׁא,,
מוֹעֲלִין,"('R', 'BN')","('מָעַל', 'VB')",,
נָסֵיב,A,נָסֵב,,
סֵיפָא,A,סֵיפָא,,
אֵין,"('R', 'VB')","('אֵין', 'RB')","('אַיִן', 'RB')","('אֵין', 'Prefix')"
מוֹעֲלִין,"('R', 'BN')","('מָעַל', 'VB')",,
,,,,
אֵימָא,A,אֵימָא,,
סֵיפָא,A,סֵיפָא,,
בְּקָדָשִׁים,"('R', 'NN')","('קֹדֶשׁ', 'NN')","('קָדֵשׁ', 'NN')",
קַלִּים,"('R', 'JJ')","('קַל', 'JJ')","('קַל', 'NN')","('קַל', 'VB')"
כּוּלְּהוּ,A,כֻּלְּהוּ,,
לְהַחֲמִיר,"('R', 'VB')","('הֶחְמִיר', 'VB')",,
כֵּיצַד,"('R', 'QW')","('כֵּיצַד', 'HAM')",,
בְּשַׂר,"('R', 'NNT')","('בָּשָׂר', 'NN')","('שַׂר', 'שֵם')",
קָדָשִׁים,"('R', 'NN')","('קָדֵשׁ', 'NN')","('קֹדֶשׁ', 'NN')",
קַלִּים,"('R', 'JJ')","('קַל', 'JJ')","('קַל', 'NN')","('קַל', 'VB')"
לִפְנֵי,"('R', 'IN')","('פָּנִים', 'שֵם זנ""ר')","('פְּנִים', 'NN')",
זְרִיקַת,"('R', 'NNT')","('זְרִיקָה', 'NN')","('זְרִיקָה', 'NN')",
דָּמִים,"('R', 'NN')","('דָּם', 'NN')","('דָּמִים', 'שֵם ז""ר')",
אֵין,"('R', 'VB')","('אֵין', 'RB')","('אַיִן', 'RB')","('אֵין', 'Prefix')"
מוֹעֲלִין,"('R', 'VB')","('מָעַל', 'VB')",,
בָּהֶן,"('R', 'S_PRN')","('הֵן', 'RB')",,
וּבְאֵימוּרֵיהֶן,R,,,
וְאֵין,"('R', 'VB')","('אֵין', 'RB')","('אַיִן', 'RB')","('אֵין', 'Prefix')"
חַיָּיבִין,"('R', 'MD')","('חַיָּב', 'JJ')","('חַיָּב', 'NN')","('חַיָּב', 'JJ')"
עֲלֵיהֶן,"('R', 'NN')","('עַל', 'IN')","('עָלֶה', 'NN')",
מִשּׁוּם,"('A', 'yyDOT')","('שׁוּם', 'NN')","('שׁוּם', 'NN')","('הִשְׁוָה', 'VB')"
פִּיגּוּל,"('R', 'NN')","('פִּגּוּל', 'NN')",,
נוֹתָר,"('R', 'BN')","('נוֹתָר', 'JJ')",,
וְטָמֵא,"('R', 'JJ')","('טָמֵא', 'JJ')",,
לְאַחַר,"('R', 'IN')","('אַחֵר', 'JJ')",,
זְרִיקַת,"('R', 'NNT')","('זְרִיקָה', 'NN')","('זְרִיקָה', 'NN')",
דָּמִים,"('R', 'NN')","('דָּם', 'NN')","('דָּמִים', 'שֵם ז""ר')",
מוֹעֲלִין,"('R', 'BN')","('מָעַל', 'VB')",,
בְּאֵימוּרֵיהֶן,R,,,
וְאֵין,"('R', 'VB')","('אֵין', 'RB')","('אַיִן', 'RB')","('אֵין', 'Prefix')"
מוֹעֲלִין,"('R', 'VB')","('מָעַל', 'VB')",,
בַּבָּשָׂר,"('R', 'NNT')","('בָּשָׂר', 'NN')",,
,,,,
מְעִילָה,"('R', 'NN')","('מְעִילָה', 'NN')",,
הוּא,A,הוּא,,
דְּלֵיכָּא,A,לֵיכָּא,,
הָא,A,הָא,,
אִיסּוּרָא,A,אִסּוּרָא,,
אִיכָּא,A,אִכָּא,,
וְאַמַּאי,A,אַמַּאי,מַאי,
הָא,A,הָא,,
מָמוֹנָא,A,מָמוֹנָא,,
דִבְעָלִים,R,,,
הוּא,A,הוּא,,
,,,,
אָמַר,"('R', 'VB')","('אָמַר', 'VB')",,
רַבִּי,"('R', 'NN')","('רַבִּי', 'NN')","('רַב', 'JJ')","('רַבִּים', 'שֵם ז""ר')"
חֲנִינָא,R,,,
לַיּוֹצְאִין,"('R', 'NN')","('יָצָא', 'VB')",,
וְרַבִּי,"('R', 'NNT')","('רַבִּי', 'NN')","('רַב', 'JJ')","('רַבִּים', 'שֵם ז""ר')"
עֲקִיבָא,"('R', 'NNP')","('עֲקִיבָא', 'A')",,
הִיא,A,הִיא,,
,,,,
כִּי,A,כִּי,,
אָמַר,"('R', 'VB')","('אָמַר', 'VB')",,
רַבִּי,"('R', 'NN')","('רַבִּי', 'NN')","('רַב', 'JJ')","('רַבִּים', 'שֵם ז""ר')"
עֲקִיבָא,"('R', 'NNP')","('עֲקִיבָא', 'A')",,
זְרִיקָה,"('R', 'NN')","('זְרִיקָה', 'NN')","('זְרִיקָה', 'NN')",
מוֹעֶלֶת,"('R', 'BN')","('מָעַל', 'VB')",,
לַיּוֹצֵא,"('R', 'NN')","('יָצָא', 'VB')",,
לִשְׂרֵיפָה,"('R', 'NN')","('שְׂרֵפָה', 'NN')",,
,,,,
,,,,
,,,,
אֲבָל,"('R', 'CC')","('אֲבָל', 'CC')","('אֵבֶל', 'NN')","('אָבֵל', 'שֵם')"
לַאֲכִילָה,"('R', 'NN')","('אֲכִילָה', 'NN')","('אָכִיל', 'JJ')",
הוּא,A,הוּא,,
דְּלֹא,"('A', 'yyDOT')","('לָא', 'RB')",,
מְרַצָּה,"('U', 'yyDOT')","('הִרְצָה', 'VB')","('רִצָּה', 'VB')",
,,,,
הַדְרָן,"('U', 'yyDOT')","('הָדָר', 'NN')","('דֶּרֶן', 'NN')","('הִדֵּר', 'VB')"
עֲלָךְ,A,עֲלָךְ,,
קׇדְשֵׁי,R,,,
קָדָשִׁים,"('R', 'NN')","('קָדֵשׁ', 'NN')","('קֹדֶשׁ', 'NN')",
,,,,
,R,,,
חַטַּאת,"('R', 'NNT')","('חַטָּאת', 'NN')","('חָטָא', 'VB')","('חִטֵּא', 'VB')"
הָעוֹף,"('R', 'NN')","('עוֹף', 'NN')",,
מוֹעֲלִין,"('R', 'BN')","('מָעַל', 'VB')",,
בָּהּ,R,,,
מִשֶּׁהוּקְדְּשָׁה,R,,,
נִמְלְקָה,"('R', 'VB')","('נִמְלַק', 'VB')",,
הוּכְשְׁרָה,R,,,
לְהִפָּסֵל,R,,,
בִּטְבוּל,"('R', 'BNT')","('טִבּוּל', 'NN')",,
יוֹם,"('R', 'NN')","('יוֹם', 'NN')",,
וּבִמְחוּסַּר,R,,,
כִּפּוּרִים,"('R', 'NN')","('כְּפוֹר', 'NN')","('פּוּרִים', 'A')","('כִּפּוּר', 'NN')"
וּבְלִינָה,"('R', 'VB')","('לִינָה', 'NN')","('בִּלָּה', 'VB')","('בִּלָּה', 'VB')"
,,,,
הוּזָּה,R,,,
דָּמָהּ,"('R', 'VB')","('דָּמָה', 'VB')","('דָּם', 'NN')",
חַיָּיבִין,"('R', 'MD')","('חַיָּב', 'JJ')","('חַיָּב', 'NN')","('חַיָּב', 'JJ')"
עָלָיו,"('R', 'S_PRN')","('עַל', 'IN')","('עָלֶה', 'NN')",
מִשּׁוּם,"('R', 'CC')","('שׁוּם', 'NN')","('שׁוּם', 'NN')","('הִשְׁוָה', 'VB')"
פִּיגּוּל,"('R', 'NN')","('פִּגּוּל', 'NN')",,
נוֹתָר,"('R', 'BN')","('נוֹתָר', 'JJ')",,
וְטָמֵא,"('R', 'JJ')","('טָמֵא', 'JJ')",,
וְאֵין,"('R', 'VB')","('אֵין', 'RB')","('אַיִן', 'RB')","('אֵין', 'Prefix')"
בָּהּ,R,,,
מְעִילָה,"('R', 'NN')","('מְעִילָה', 'NN')",,
,,,,
גְּמָ׳,A,,,
קָתָנֵי,A,תָּנֵי,,
הוּכְשְׁרָה,U,,,
לִיפָּסֵל,A,,,
בִּטְבוּל,"('R', 'BNT')","('טִבּוּל', 'NN')",,
יוֹם,"('R', 'NN')","('יוֹם', 'NN')",,
וּבִמְחוּסַּר,R,,,
כִּפּוּרִים,"('R', 'NN')","('כְּפוֹר', 'NN')","('פּוּרִים', 'A')","('כִּפּוּר', 'NN')"
וּבְלִינָה,"('R', 'VB')","('לִינָה', 'NN')","('בִּלָּה', 'VB')","('בִּלָּה', 'VB')"
לִיפָּסֵל,A,,,
אִין,"('A', 'yyDOT')","('אֵין', 'RB')","('אַיִן', 'NN')","('אַיִן', 'RB')"
אֲבָל,"('R', 'CC')","('אֲבָל', 'CC')","('אֵבֶל', 'NN')","('אָבֵל', 'שֵם')"
לְטַמּוֹיֵי,A,לְטַמּוֹיֵי,טַמּוֹיֵי,
לָא,A,לָא,,
,,,,
מַתְנִיתִין,A,מַתְנִיתִין,,
מַנִּי,A,מַנִּי,,
רַבָּנַן,A,רַבָּנַן,,
הִיא,A,הִיא,,
דְּתַנְיָא,A,תַּנְיָא,,
אַבָּא,A,אַבָּא,,
שָׁאוּל,"('R', 'NN')","('שָׁאוּל', 'A')","('שָׁאוּל', 'JJ')","('שְׁאוֹל', 'NN')"
אוֹמֵר,"('R', 'BN')","('אָמַר', 'VB')",,
טְבוּל,"('R', 'BNT')","('טִבּוּל', 'NN')","('טָבַל', 'VB')",
יוֹם,"('R', 'NN')","('יוֹם', 'NN')",,
,,,,
,,,,
,,,,
תְּחִלָּה,"('R', 'VB')","('חָלָה', 'VB')","('תְּחִלָּה', 'NN')","('תְּחִלָּה', 'RB')"
לַקֹּדֶשׁ,"('R', 'VB')","('קִדֵּשׁ', 'VB')","('קֹדֶשׁ', 'NN')","('קָדֵשׁ', 'NN')"
,,,,
רַבִּי,"('R', 'JJT')","('רַבִּי', 'NN')","('רַב', 'JJ')","('רַבִּים', 'שֵם ז""ר')"
מֵאִיר,"('R', 'BN')","('הֵאִיר', 'VB')","('מֵאִיר', 'A')",
אוֹמֵר,"('R', 'NN')","('אָמַר', 'VB')",,
מְטַמֵּא,"('R', 'BN')","('טָמֵא', 'JJ')",,
אֶת,"('R', 'AT')","('אֶת', 'IN')","('אַתְּ', 'PRP')","('אֵת', 'NN')"
הַקֹּדֶשׁ,"('R', 'NN')","('קֹדֶשׁ', 'NN')","('הִקְדִּישׁ', 'VB')","('קָדֵשׁ', 'NN')"
וּפוֹסֵל,"('R', 'BN')","('פָּסַל', 'VB')",,
אֶת,"('R', 'AT')","('אֶת', 'IN')","('אַתְּ', 'PRP')","('אֵת', 'NN')"
הַתְּרוּמָה,"('R', 'NN')","('תְּרוּמָה', 'NN')",,
וַחֲכָמִים,"('R', 'NN')","('חָכָם', 'JJ')","('חָכָם', 'NN')",
אוֹמְרִים,"('R', 'BN')","('אָמַר', 'VB')",,
כְּשֵׁם,"('R', 'RB')","('שֵׁם', 'NN')","('שָׁם', 'RB')","('שָׁם', 'VB')"
שֶׁהוּא,"('R', 'PRP')","('הוּא', 'PRP')",,
פּוֹסֵל,"('R', 'BN')","('פָּסַל', 'VB')",,
מַשְׁקֵה,"('R', 'NNT')","('מַשְׁקֶה', 'NN')","('הִשְׁקָה', 'VB')","('שַׂק', 'NN')"
תְרוּמָה,"('R', 'NN')","('תְּרוּמָה', 'NN')",,
וְאוֹכְלֵי,"('R', 'NNT')","('אֹכֶל', 'NN')","('אָכַל', 'VB')",
תְרוּמָה,"('R', 'NN')","('תְּרוּמָה', 'NN')",,
כָּךְ,"('R', 'PRP')","('כָּךְ', 'RB')",,
הוּא,A,הוּא,,
פּוֹסֵל,"('R', 'VB')","('פָּסַל', 'VB')",,
מַשְׁקֵה,"('R', 'NNT')","('מַשְׁקֶה', 'NN')","('הִשְׁקָה', 'VB')","('שַׂק', 'NN')"
קֹדֶשׁ,"('R', 'NN')","('קָדֵשׁ', 'NN')","('קֹדֶשׁ', 'NN')",
וְאוֹכְלֵי,"('R', 'NNT')","('אֹכֶל', 'NN')","('אָכַל', 'VB')",
קֹדֶשׁ,"('R', 'NN')","('קָדֵשׁ', 'NN')","('קֹדֶשׁ', 'NN')",
,,,,
אָמַר,"('R', 'VB')","('אָמַר', 'VB')",,
רָבָא,"('A', 'yyDOT')","('רַבָּא', 'JJ')",,
לְאַבָּא,A,אַבָּא,,
שָׁאוּל,"('R', 'BN')","('שָׁאוּל', 'A')","('שָׁאוּל', 'JJ')","('שְׁאוֹל', 'NN')"
מַעֲלָה,"('R', 'RB')","('הֶעֱלָה', 'VB')","('מַעֲלֶה', 'NN')","('מַעֲלָה', 'NN')"
עָשׂוּ,"('R', 'VB')","('עָשָׂה', 'VB')",,
בַּקֳּדָשִׁים,"('R', 'NN')","('קֹדֶשׁ', 'NN')","('קָדֵשׁ', 'NN')",
שַׁוִּינְהוּ,A,שַׁוִּינְהוּ,,
רַבָּנַן,A,רַבָּנַן,,
לִטְבוּל,"('R', 'VB')","('טָבַל', 'VB')","('טִבּוּל', 'NN')",
יוֹם,"('R', 'NN')","('יוֹם', 'NN')",,
כָּרִאשׁוֹן,"('R', 'CD')","('רִאשׁוֹן', 'JJ')","('רִאשׁוֹן', 'CDT')","('רִאשׁוֹן', 'NN')"
,,,,
לְרַבִּי,"('R', 'NNP')","('רַבִּי', 'NN')","('רַבִּים', 'שֵם ז""ר')","('רַב', 'NN')"
מֵאִיר,"('R', 'BN')","('הֵאִיר', 'VB')","('מֵאִיר', 'A')",
כְּאוֹכֶל,"('R', 'NN')","('אֹכֶל', 'NN')","('אָכַל', 'VB')",
שֵׁנִי,"('R', 'CD')","('שֵׁנִי', 'CDT')","('שָׁנִי', 'NN')","('שָׁנִי', 'A')"
לְרַבָּנַן,A,רַבָּנַן,,
כֵּיוָן,"('A', 'yyDOT')","('כֵּיוָן', 'CC')","('יוֹן', 'NN')","('יוֹן', 'NN')"
דִּטְבַל,A,טְבַל,,
קְלַשׁ,U,קְלַשׁ,,
טוּמְאָה,R,,,
פָּסוּל,"('R', 'JJ')","('פְּסוּל', 'NN')","('פִּסּוּל', 'NN')","('פָּסוּל', 'JJ')"
מְשַׁוֵּי,A,מְשַׁוֵּי,,
טָמֵא,"('R', 'JJ')","('טָמֵא', 'JJ')",,
לָא,A,לָא,,
מְשַׁוֵּי,A,מְשַׁוֵּי,,
,,,,
הוּזָּה,U,,,
דָּמָהּ,"('R', 'NN')","('דָּמָה', 'VB')","('דָּם', 'NN')",
חַיָּיבִין,A,חַיָּבִין,,
כּוּ׳,A,,,
מְעִילָה,"('R', 'NN')","('מְעִילָה', 'NN')",,
הוּא,A,הוּא,,
דְּלֵיכָּא,A,לֵיכָּא,,
אֲבָל,"('R', 'CC')","('אֲבָל', 'CC')","('אֵבֶל', 'NN')","('אָבֵל', 'שֵם')"
אִיסּוּרָא,A,אִסּוּרָא,,
אִיכָּא,A,אִכָּא,,
וְאַמַּאי,A,אַמַּאי,מַאי,
הָא,A,הָא,,
מָמוֹנָא,A,מָמוֹנָא,,
דְכֹהֲנִים,A,,,
הוּא,A,הוּא,,
,,,,
אָמַר,"('R', 'VB')","('אָמַר', 'VB')",,
רַבִּי,"('R', 'NN')","('רַבִּי', 'NN')","('רַב', 'JJ')","('רַבִּים', 'שֵם ז""ר')"
חֲנִינָא,R,,,
לַיּוֹצְאִין,"('R', 'NN')","('יָצָא', 'VB')",,
וְרַבִּי,"('R', 'NNT')","('רַבִּי', 'NN')","('רַב', 'JJ')","('רַבִּים', 'שֵם ז""ר')"
עֲקִיבָא,"('R', 'NNP')","('עֲקִיבָא', 'A')",,
הִיא,A,הִיא,,
דְּאָמַר,A,אָמַר,,
זְרִיקָה,"('R', 'NN')","('זְרִיקָה', 'NN')","('זְרִיקָה', 'NN')",
מוֹעֶלֶת,"('R', 'BN')","('מָעַל', 'VB')",,
לַיּוֹצֵא,"('R', 'NN')","('יָצָא', 'VB')",,
דְּלָאו,A,לָאו,,
בַּת,A,בַּת,,
אֲכִילָה,"('R', 'JJ')","('אֲכִילָה', 'NN')","('אָכִיל', 'JJ')",
הִיא,A,הִיא,,
,,,,
אָמַר,"('R', 'VB')","('אָמַר', 'VB')",,
רַב,A,רַב,,
הוּנָא,"('A', 'yyDOT')","('הוּנָא', 'VB')",,
אָמַר,"('R', 'VB')","('אָמַר', 'VB')",,
רַב,A,רַב,,
מִיצּוּי,"('A', 'yyDOT')","('מִצּוּי', 'NN')",,
חַטַּאת,"('R', 'NNT')","('חַטָּאת', 'NN')","('חָטָא', 'VB')","('חִטֵּא', 'VB')"
הָעוֹף,"('R', 'NN')","('עוֹף', 'NN')",,
אֵינוֹ,"('R', 'COP')","('אֵין', 'RB')",,
מְעַכֵּב,R,מְעַכֵּב,,
דְּתָנֵי,A,תָּנֵי,,
רַב,A,רַב,,
הוּזָּה,R,,,
דָּמָהּ,"('R', 'VB')","('דָּמָה', 'VB')","('דָּם', 'NN')",
,,,,
רַב,A,רַב,,
אַדָּא,A,דָּא,,
בַּר,A,בַּר,,
אַהֲבָה,"('A', 'yyDOT')","('אַהֲבָה', 'NN')","('אָהַב', 'VB')",
אָמַר,"('R', 'VB')","('אָמַר', 'VB')",,
רַב,A,רַב,,
מִיצּוּי,"('A', 'yyDOT')","('מִצּוּי', 'NN')",,
חַטַּאת,"('R', 'NNT')","('חַטָּאת', 'NN')","('חָטָא', 'VB')","('חִטֵּא', 'VB')"
הָעוֹף,"('R', 'NN')","('עוֹף', 'NN')",,
מְעַכֵּב,R,מְעַכֵּב,,
וְתָנֵי,A,תָּנֵי,,
רַב,A,רַב,,
מִיצָּה,"('A', 'yyDOT')","('מִצָּה', 'VB')","('מִיץ', 'NN')",
דָּמָהּ,"('R', 'VB')","('דָּמָה', 'VB')","('דָּם', 'NN')",
,,,,
תָּא,U,תָּא,,
שְׁמַע,A,שְׁמַע,,
וְהַנִּשְׁאָר,B,שׁאר,,
בַּדָּם,"('B', 'yyDOT')","('דָּם', 'NN')","('בַּד', 'NN')","('בָּדָה', 'VB')"
יִמָּצֵה,B,מָצָה,,
אֶל,B,אֶל,,
יְסוֹד,B,יְסוֹד,,
הַמִּזְבֵּחַ,B,מִזְבֵּחַ,,
חַטָּאת,B,חַטָּאָה,,
הִיא,A,הִיא,,
בִּשְׁלָמָא,A,בִּשְׁלָמָא,שְׁלָמָא,
לְרַב,A,רַב,,
אַדָּא,A,דָּא,,
בַּר,A,בַּר,,
אַהֲבָה,"('A', 'yyDOT')","('אַהֲבָה', 'NN')","('אָהַב', 'VB')",
הַיְינוּ,A,הַיְנוּ,,
דִּכְתִיב,A,כְּתִיב,תִּיב,
וְהַנִּשְׁאָר,B,שׁאר,,
בַּדָּם,"('B', 'yyDOT')","('דָּם', 'NN')","('בַּד', 'NN')","('בָּדָה', 'VB')"
יִמָּצֵה,B,מָצָה,,
חַטָּאת,B,חַטָּאָה,,
הִיא,A,הִיא,,
אֶלָּא,A,אֶלָּא,,
לְרַב,A,רַב,,
